,cluster,n,keywords,idea
338,55,1,"['system', 'location']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
339,56,1,"['system', 'country']",A human taxi system like they have in Asian countries. A guy can run around with a cart and pick up passengers.
340,57,1,"['system', 'commercial']",remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
341,58,1,"['system', 'congestion']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
342,59,1,"['system', 'streetcar']","I think having a streetcar system would be amazing, it could be automated to accept fares, and would provide safe transportation for all."
343,60,1,"['system', 'passenger']",A human taxi system like they have in Asian countries. A guy can run around with a cart and pick up passengers.
344,61,1,"['system', 'hovercraft']",I imagine a magnetic public hovercraft system that goes to individual homes on a grid.
345,62,3,"['car', 'location']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
346,62,3,"['car', 'location']","Telepads! The Transportation of the Future! Simply step on this portal pad, and you are instantly transported to your location! The movement of molecules into energy is completely safe, and many users only experience a minor burning sensation for a minute after the teleportation process. Forget flying cars, late trains or other outdated modes of transport, and tele away with Telepads!"
347,62,3,"['car', 'location']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
348,63,2,"['car', 'route']","A way to connect your car with a mobile phone app - you would broadcast your intended route (such as commuting home from work) and share this route with people in your local area. For a small fee (under $5) - someone could ask to ""Ride Along"" with you along your route - but with no deviations - they would be allowed to get out along the way, but not change your intended path of travel."
349,63,2,"['car', 'route']",pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
350,64,2,"['car', 'bike']",This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
351,64,2,"['car', 'bike']",This would be a bike lane that would be protected from other vehicles. It would make biking more safe and efficient. Bicycles would move in one road and cars would be on a different one. Cars would have to give the right of way to bicycles.
352,65,2,"['car', 'bicycle']",This would be a bike lane that would be protected from other vehicles. It would make biking more safe and efficient. Bicycles would move in one road and cars would be on a different one. Cars would have to give the right of way to bicycles.
353,65,2,"['car', 'bicycle']",Use bicycles as the exclusive form of transportation. Get rid of all cars.
354,66,1,"['car', 'railway']","A magnetic railway car, like a trolley, that moves and stops by people pressing buttons on the side of the road"
355,67,1,"['car', 'cars']",This would be a bike lane that would be protected from other vehicles. It would make biking more safe and efficient. Bicycles would move in one road and cars would be on a different one. Cars would have to give the right of way to bicycles.
356,68,1,"['car', 'rocket']","Transportation is mostly done by cars nowadays, but why don't we use rocket powered shoes instead? Flying with footwear is not only cool, it would be much faster than driving."
357,69,1,"['car', 'driverless']",pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
358,70,1,"['car', 'overhead']","Car sharing. Everyone can join a club which has some monthly fee, let's say $100. If they pay this, then they find someone who lets them ride everyday with them to work and back home. They driver gets most of the money (the rest goes to overhead) and takes them to and from work everyday. So I guess it's like a taxi service with a monthly fee, hopefully that using people that work with you at your job."
359,71,1,"['car', 'fleet']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
360,72,1,"['car', 'mobile']","A way to connect your car with a mobile phone app - you would broadcast your intended route (such as commuting home from work) and share this route with people in your local area. For a small fee (under $5) - someone could ask to ""Ride Along"" with you along your route - but with no deviations - they would be allowed to get out along the way, but not change your intended path of travel."
361,73,1,"['car', 'trolley']","A magnetic railway car, like a trolley, that moves and stops by people pressing buttons on the side of the road"
362,74,1,"['car', 'base']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
363,75,1,"['car', 'bank']",vaccum system of tubes like at a bank.  High speed escalators.  Conveyor system for cars on the interstate.
364,76,1,"['car', 'interstate']",vaccum system of tubes like at a bank.  High speed escalators.  Conveyor system for cars on the interstate.
365,77,1,"['car', 'hub']",This transportation system would be the most spectacular to the entire neighborhood. It is a neighborhood vehicle hub system. It is a hub where everyone with an android or ios or windows phone can open an app and rent out a car or a bike to use around the neighborhood with the additional benefit on these hubs being eco friendly public restrooms with vending machines for those that wish to travel locally and have the munchies.
366,78,1,"['service', 'location']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
367,79,1,"['service', 'infrastructure']",Transportation would not be about getting the general population from home to work and back. It would be about moving goods and services to people directly.This will require drone technologiy so that road infrastructure could be used to get bulk items from one place to another more efficiently and faster. Public transportation should be the rule.
368,80,1,"['service', 'trucks']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
369,81,1,"['service', 'truck']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
370,82,1,"['service', 'metro']","Uber is not currently available in my area, because it is not seen as a large enough ""metro"" area. I believe that if several of the small communities pooled together, there would be enough available and willing drivers to start a less urban and more suburban/rural version of a paid ridesharing service. Since the communities would be pooled, there would likely be drivers from many different areas of the community, so a larger geographic area could be served."
371,83,1,"['service', 'platform']","Uber style delivery service. When someone needs something picked up (groceries, take out order, new TV, etc) they can use the Uber style app to let a driver know where and what needs picking up and where it needs to be delivered. This could be great for restaurants that don't deliver. If it's added as part of the Uber platform it could probably be cheaper than delivery fees from the places that deliver from restaurants"
372,84,1,"['service', 'driverless']",Using driver-less vehicles as a taxi service around town by allowing residents to reserve a ride at any time by using the town's website.
373,85,1,"['service', 'overhead']","Car sharing. Everyone can join a club which has some monthly fee, let's say $100. If they pay this, then they find someone who lets them ride everyday with them to work and back home. They driver gets most of the money (the rest goes to overhead) and takes them to and from work everyday. So I guess it's like a taxi service with a monthly fee, hopefully that using people that work with you at your job."
374,86,1,"['service', 'base']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
375,87,1,"['service', 'cab']",uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
376,88,1,"['service', 'state']",uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
377,89,1,"['service', 'downtown']","Uber pedicab for downtown service.  This service could be used downtown to help people who only have to go a short distance to get to their destination.  Pedicabs are fun and instead of them having to ride around looking for people to pick up, people could request them from a phone app."
378,90,1,"['service', 'pedicabs']","Uber pedicab for downtown service.  This service could be used downtown to help people who only have to go a short distance to get to their destination.  Pedicabs are fun and instead of them having to ride around looking for people to pick up, people could request them from a phone app."
379,91,1,"['service', 'urban']","Uber is not currently available in my area, because it is not seen as a large enough ""metro"" area. I believe that if several of the small communities pooled together, there would be enough available and willing drivers to start a less urban and more suburban/rural version of a paid ridesharing service. Since the communities would be pooled, there would likely be drivers from many different areas of the community, so a larger geographic area could be served."
380,92,1,"['city', 'ground']",A station with a tube in the ground with a high speed pod that would shoot me at a quick speed across the city or across the country in a couple hours. It would be faster than an airplane and safer too.
381,93,1,"['city', 'location']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
382,94,1,"['city', 'country']",A station with a tube in the ground with a high speed pod that would shoot me at a quick speed across the city or across the country in a couple hours. It would be faster than an airplane and safer too.
383,95,1,"['city', 'scooter']",There should be a place to rent bicycles for a nominal fee for a day like they do in the big cities. You can rent a bicycle and return it to any place that also rents the same bicycles. You could also rent scooters to be able to do small errands around town.
384,96,1,"['city', 'driverless']",pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
385,97,1,"['city', 'route']",pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
386,98,1,"['city', 'commuter']","Ticket sharing system for people who make infrequent trips into the city, or suddenly need to do several trips in a row. A group of people could collectively share a commuter pass for the train or bus system. It would be like a Netflix of commuter passes. The ticket could be held in an existing business or maybe a library, and the ticket would be checked out like a book. People would pay each day they hold the ticket."
387,99,1,"['city', 'airplane']",A station with a tube in the ground with a high speed pod that would shoot me at a quick speed across the city or across the country in a couple hours. It would be faster than an airplane and safer too.
388,100,1,"['city', 'terminal']",Tubes that are linked together and are wide enough to fit a person laying down. People get in a capsule and are delivered in great speeds to their destination by using compressed air or other methods. You can have tube terminals all over the city.
389,101,1,"['city', 'base']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
390,102,1,"['city', 'block']","There should be large carousel in the city that circles the block, so people just get on a horse and go where they can."
391,103,1,"['city', 'station']",A station with a tube in the ground with a high speed pod that would shoot me at a quick speed across the city or across the country in a couple hours. It would be faster than an airplane and safer too.
392,104,1,"['city', 'bicycle']",There should be a place to rent bicycles for a nominal fee for a day like they do in the big cities. You can rent a bicycle and return it to any place that also rents the same bicycles. You could also rent scooters to be able to do small errands around town.
393,105,1,"['city', 'hub']",Vacuum tube travel with a central hub in various outlying cities
394,106,1,"['bus', 'trucks']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
395,107,1,"['bus', 'truck']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
396,108,1,"['bus', 'commuter']","Ticket sharing system for people who make infrequent trips into the city, or suddenly need to do several trips in a row. A group of people could collectively share a commuter pass for the train or bus system. It would be like a Netflix of commuter passes. The ticket could be held in an existing business or maybe a library, and the ticket would be checked out like a book. People would pay each day they hold the ticket."
397,109,1,"['bus', 'route']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
398,110,1,"['bus', 'transit']","Unfortunately, I live in a very small/rural town, so future transportation system would likely be simple public bus transit."
399,111,1,"['bus', 'tram']","A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
400,112,1,"['bus', 'campus']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
401,113,1,"['bus', 'cab']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
402,114,1,"['bus', 'downtown']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
403,115,1,"['bus', 'shuttle']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
404,116,2,"['train', 'ground']",I would love to see a light rail system in my community. I am thinking of above ground trains that would run to the various suburbs and take people to various local stops. These trains should run a regular schedule so people can use them to commute.
405,116,2,"['train', 'ground']","Use a sky rail train to transport people.  Similar to a subway, but rather than below ground, it would be above ground."
406,117,1,"['train', 'location']","Telepads! The Transportation of the Future! Simply step on this portal pad, and you are instantly transported to your location! The movement of molecules into energy is completely safe, and many users only experience a minor burning sensation for a minute after the teleportation process. Forget flying cars, late trains or other outdated modes of transport, and tele away with Telepads!"
407,118,1,"['train', 'commuter']","Ticket sharing system for people who make infrequent trips into the city, or suddenly need to do several trips in a row. A group of people could collectively share a commuter pass for the train or bus system. It would be like a Netflix of commuter passes. The ticket could be held in an existing business or maybe a library, and the ticket would be checked out like a book. People would pay each day they hold the ticket."
408,119,1,"['train', 'bike']",Using train and bike will be good transportation mode which reduces cost of living and be good as they wont harm atmosphere.
409,120,1,"['train', 'suburb']",I would love to see a light rail system in my community. I am thinking of above ground trains that would run to the various suburbs and take people to various local stops. These trains should run a regular schedule so people can use them to commute.
410,121,2,"['taxi', 'driverless']",pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
411,121,2,"['taxi', 'driverless']",Using driver-less vehicles as a taxi service around town by allowing residents to reserve a ride at any time by using the town's website.
412,122,1,"['taxi', 'location']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
413,123,1,"['taxi', 'autos']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
414,124,1,"['taxi', 'country']",A human taxi system like they have in Asian countries. A guy can run around with a cart and pick up passengers.
415,125,1,"['taxi', 'route']",pod like stock cars for city that run on electric. They can be in routes and be like taxis but driverless.
416,126,1,"['taxi', 'overhead']","Car sharing. Everyone can join a club which has some monthly fee, let's say $100. If they pay this, then they find someone who lets them ride everyday with them to work and back home. They driver gets most of the money (the rest goes to overhead) and takes them to and from work everyday. So I guess it's like a taxi service with a monthly fee, hopefully that using people that work with you at your job."
417,127,1,"['taxi', 'fleet']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
418,128,1,"['taxi', 'congestion']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
419,129,1,"['taxi', 'cab']",uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
420,130,1,"['taxi', 'state']",uber lyft or any taxi cabs we are a rural area very large and towns near or past 30 min away from eachother. having a taxi service would be very appreciative and would also bring more jobs locally throughout the whole southern part of this state really/
421,131,1,"['taxi', 'passenger']",A human taxi system like they have in Asian countries. A guy can run around with a cart and pick up passengers.
422,132,1,"['taxi', 'cng']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
423,133,1,"['taxi', 'its']","Transportation by shopping cart taxis. It's fun, it's cheap, and it'll certainly get the kids on board."
424,134,1,"['taxi', 'buses']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
425,135,1,"['taxi', 'gas']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
426,136,2,"['traffic', 'congestion']",Smarter stop lights that are better at managing traffic congestion
427,136,2,"['traffic', 'congestion']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
428,137,2,"['traffic', 'tram']","A great mode of transportation in my neighborhood could be a bus or tram that runs along the local parkway (a road that basically goes across the whole town) people would be able to hop on it and ride it to their destination and be there within walking distance when getting off the bus/tram. Could be relatively cheap, clear up traffic with less people having to drive around, and is highly economical."
429,137,2,"['traffic', 'tram']",Use of a sky tram.  It runs over the roads so that it doesn't increase traffic.
430,138,1,"['traffic', 'autos']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
431,139,1,"['traffic', 'buses']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
432,140,1,"['traffic', 'commercial']",remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
433,141,1,"['traffic', 'canal']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
434,142,1,"['traffic', 'ferry']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
435,143,1,"['traffic', 'cng']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
436,144,1,"['traffic', 'waterway']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
437,145,1,"['traffic', 'walkway']",Underground walkways at traffic intersections. This would eliminate the need for crosswalks and improve the flow of traffic.
438,146,1,"['traffic', 'boat']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
439,147,1,"['traffic', 'container']",remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
440,148,1,"['traffic', 'its']",Using boats to travel in Miami to beat the rush hour traffic. It's quite simple to travel anywhere in Miami by using the canals and various waterways. Boats or ferries should be used not just for sight seeing but for public transportation.
441,149,1,"['traffic', 'storage']",remove all non commercial traffic.  have extensive light rail connected to robust subway system.  have storage containers deliver large goods.
442,150,1,"['traffic', 'gas']","Use CNG Gas in Autos, Taxi, Buses and Other Public Transport System.Encouarge People to use Public Transport System to avoid Traffic Congestion and Air Pollution.Give Tax Subsidies for Less Pollution Technologies."
443,151,2,"['drive', 'location']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
444,151,2,"['drive', 'location']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
445,152,1,"['drive', 'rocket']","Transportation is mostly done by cars nowadays, but why don't we use rocket powered shoes instead? Flying with footwear is not only cool, it would be much faster than driving."
446,153,1,"['drive', 'trucks']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
447,154,1,"['drive', 'truck']","My small rural town doesn't even have an intact bus system, so anything would be better than it is now. But I would like a service that has people who drive pick up trucks to help you move things. For instance, if you go to the store and purchase a new couch, I'd like to have something like Uber for Pick Up Trucks to call and have them bring my sofa home so that I don't have to pay for outragious delivery fees from the store."
448,155,1,"['drive', 'fleet']",Transportation that would allow people to rent out electric self driving cars. This would let people have cars pick them up at whatever location they want and have the car autonomously drive to their destination. Similar to a fleet of self driving electric taxis. This would greatly reduce the cost of transportation in my opinion because people would not have to buy cars but could rather rent or lease them.
449,156,1,"['drive', 'route']","I think it would be great to have a jitney-type bus that you could hail like a cab directly from the street.  The jitney would be electric powered and follow a specific route.  I think this would be great because I live in a town that has many tourists, but does not have a large population.  It could shuttle tourists to different areas, but the tourists wouldn't have to worry about a specific bus schedule.  The jitney could drive on streets that are not bus-accessible (some of our streets are ""old world"" and very narrow). There is also some frustration in my town about not having a vibrant night life because of lack of public transportation.  This jitney would allow people to go downtown, especially college students, and have some drinks without worrying about driving.  One of the stops would be the college campus. The jitney would have a very low fair to encourage people not to drink and drive.  This jitney would help downtown businesses and restaurants."
450,157,1,"['drive', 'base']","I'm imagining a car sharing service with locations throughout the city where you can go pick up a car without having to reserve one in advance. Nor would you have to interact with any people at the pickup/dropoff location. It would be somehow automated. Perhaps you would subscribe to the service an at annual or monthly rate and be given a special kind of 'key' that would give access to any of the cars currently at the pick up location. It would be first come first serve, and there would be smart technology embedded in both the cars and the keys. Your universal key would be linked to your account, and the car you used would transmit all relevant information to the system. Such as , time of pick up. number of miles drive. amount of gas used. Then the fees would be adjusted accordingly based on the type of car you used, miles driven, gas consumed etc. all of this without any human employees and all the fuss that comes with tradiional car rental. Things like insurance and billing info would all be done upfront when a patron sets up an account. This is genius, the more i think about it!"
