,index,Similarity_Type,Number of Clusters (input),Number of clusters(output),Affinity Type,Word/Sentence,File_Name,Clusters,Mismatch Metric,Match Metric,M
158,159,total_set_similairy,8,8,cosine,sentence-based,n50_de_bc,"[1 2 0 0 4 1 1 1 5 7 0 2 2 1 3 5 7 2 2 1 1 0 1 0 2 1 1 1 3 1 0 6 3 1 2 1 1
 2 3 1 0 0 2 1 2 5 2 1 7 2]",573.0,99.0,3.5
159,160,total_set_similairy,8,8,cosine,word-based,n50_de_bc,"[0, 4, 4, 4, 4, 0, 4, 2, 1, 4, 0, 7, 0, 0, 2, 7, 4, 5, 4, 0, 0, 7, 6, 4, 0, 4, 3, 4, 5, 4, 0, 0, 6, 4, 5, 0, 4, 4, 4, 1, 7, 0, 4, 0, 4, 0, 4, 7, 4, 0]",721.0,77.0,2.5
160,161,total_set_similairy,10,10,nearest_neighbors,sentence-based,n50_de_bc,"[4 5 1 2 8 0 5 0 8 6 1 2 9 2 3 8 6 2 7 2 4 1 3 4 7 0 0 4 3 0 1 2 6 7 4 9 3
 7 8 0 8 1 4 2 5 8 7 7 6 4]",365.0,57.0,5.5
161,162,total_set_similairy,10,7,nearest_neighbors,word-based,n50_de_bc,"[7, 7, 2, 8, 7, 7, 3, 7, 7, 8, 0, 7, 7, 7, 3, 8, 3, 7, 7, 7, 7, 7, 7, 8, 7, 7, 7, 7, 7, 2, 9, 8, 3, 7, 1, 7, 7, 7, 8, 7, 2, 7, 1, 7, 1, 8, 7, 2, 7, 7]",921.0,137.0,4.0
162,163,total_set_similairy,10,10,precomputed,sentence-based,n50_de_bc,"[2 1 6 6 0 8 8 8 3 9 1 1 1 8 5 3 9 1 1 2 1 4 8 0 1 8 8 1 5 0 4 1 5 1 1 8 8
 1 5 8 7 4 1 8 1 3 8 2 9 1]",483.0,93.0,3.0
163,164,total_set_similairy,10,6,precomputed,word-based,n50_de_bc,"[9, 9, 8, 8, 9, 9, 8, 9, 9, 9, 0, 3, 9, 9, 9, 9, 9, 8, 9, 9, 9, 9, 5, 9, 7, 9, 7, 9, 8, 9, 3, 5, 8, 9, 9, 7, 9, 9, 9, 7, 9, 7, 9, 7, 9, 9, 9, 9, 9, 9]",1131.0,121.0,4.0
164,165,total_set_similairy,10,10,rbf,sentence-based,n50_de_bc,"[1 2 9 3 8 1 0 1 3 4 6 3 1 3 7 5 4 3 1 3 1 6 0 1 2 1 1 1 7 1 6 3 7 0 2 1 0
 2 7 1 2 6 2 3 2 5 1 0 4 2]",437.0,81.0,4.0
165,166,total_set_similairy,10,7,rbf,word-based,n50_de_bc,"[4, 4, 2, 2, 4, 4, 7, 4, 2, 2, 0, 2, 4, 4, 4, 4, 1, 4, 4, 3, 4, 4, 7, 4, 4, 4, 8, 4, 4, 2, 4, 3, 4, 4, 4, 4, 4, 4, 4, 7, 2, 2, 4, 8, 4, 4, 2, 4, 1, 4]",1025.0,121.0,2.0
166,167,total_set_similairy,10,10,sigmoid,sentence-based,n50_de_bc,"[0 8 0 5 9 0 0 0 7 8 0 0 0 4 0 0 8 3 0 0 0 0 0 0 0 0 0 0 0 0 0 6 8 0 0 0 0
 0 1 0 2 0 0 0 0 0 0 0 8 0]",1311.0,147.0,1.0
167,168,total_set_similairy,10,7,sigmoid,word-based,n50_de_bc,"[8, 6, 6, 8, 3, 6, 8, 1, 3, 5, 0, 1, 8, 1, 0, 6, 3, 1, 8, 3, 8, 6, 0, 6, 1, 8, 1, 8, 8, 6, 6, 1, 4, 1, 1, 8, 1, 6, 8, 6, 6, 6, 6, 6, 3, 6, 6, 6, 3, 1]",599.0,91.0,6.0
168,169,total_set_similairy,10,10,polynomial,sentence-based,n50_de_bc,"[0 4 0 7 6 0 0 0 5 1 4 4 0 4 0 0 1 3 0 0 0 0 0 0 0 0 0 0 0 0 0 9 1 0 0 0 0
 0 8 0 2 0 0 0 0 0 0 0 1 0]",1189.0,139.0,1.0
169,170,total_set_similairy,10,7,polynomial,word-based,n50_de_bc,"[9, 9, 6, 3, 4, 2, 6, 4, 4, 5, 0, 5, 9, 6, 6, 2, 6, 6, 2, 4, 9, 2, 6, 2, 9, 2, 4, 6, 6, 9, 9, 4, 6, 4, 9, 9, 9, 9, 6, 4, 9, 9, 9, 6, 2, 2, 9, 2, 2, 6]",597.0,85.0,8.0
170,171,total_set_similairy,10,10,poly,sentence-based,n50_de_bc,"[2 2 2 6 0 0 2 0 7 1 2 2 2 4 0 0 1 5 2 2 2 2 0 2 2 0 0 2 0 0 2 9 1 2 2 2 0
 2 8 0 3 2 2 0 2 0 2 2 1 2]",869.0,89.0,1.0
171,172,total_set_similairy,10,7,poly,word-based,n50_de_bc,"[8, 7, 0, 5, 3, 8, 8, 3, 8, 7, 0, 6, 8, 8, 3, 3, 7, 6, 8, 8, 8, 1, 8, 8, 1, 8, 8, 1, 3, 8, 5, 1, 3, 1, 3, 8, 8, 7, 1, 8, 3, 5, 3, 8, 3, 8, 1, 8, 7, 3]",653.0,81.0,5.0
172,173,total_set_similairy,10,10,linear,sentence-based,n50_de_bc,"[0 0 0 4 8 0 0 0 7 3 0 0 0 5 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 6 3 0 0 0 0
 0 9 0 2 0 0 0 0 0 0 0 3 0]",1369.0,151.0,1.0
173,174,total_set_similairy,10,9,linear,word-based,n50_de_bc,"[1, 2, 4, 5, 2, 1, 2, 2, 6, 2, 0, 2, 1, 2, 2, 2, 2, 8, 2, 8, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 3, 8, 2, 8, 9, 3, 1, 1, 3, 3, 2, 1, 2, 3, 2, 2, 1, 2, 4, 3]",687.0,113.0,2.0
174,175,total_set_similairy,10,10,cosine,sentence-based,n50_de_bc,"[3 2 9 9 8 7 7 7 0 2 2 2 7 1 5 0 4 2 2 3 3 3 1 2 3 1 1 7 5 1 3 6 5 7 2 7 7
 2 5 1 3 7 3 1 2 5 7 3 4 3]",453.0,69.0,3.5
175,176,total_set_similairy,10,9,cosine,word-based,n50_de_bc,"[4, 0, 0, 9, 4, 6, 8, 4, 0, 9, 0, 3, 1, 8, 8, 0, 8, 8, 0, 8, 0, 0, 8, 0, 0, 4, 8, 0, 8, 0, 4, 8, 8, 8, 8, 4, 0, 7, 0, 4, 5, 4, 7, 8, 8, 1, 6, 6, 5, 8]",607.0,69.0,2.0
176,177,total_set_similairy,12,12,nearest_neighbors,sentence-based,n50_de_bc,"[ 2  5  6 10  0  6  5  8  0  9  3 10  6  7  8  0  9  7 11 10  1  3  8  1 11
  1  4  2  8  1  3  7  9 11  2  4  8 11  7  1 10  3  6  7  5  0 11 11  9  2]",313.0,55.0,4.0
177,178,total_set_similairy,12,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
178,179,total_set_similairy,12,12,precomputed,sentence-based,n50_de_bc,"[ 2  9 10 10  9  1  6  1 11  9  9  9  1  9  8 11  4  5  1  2  1  3  6  9  5
  1  0  1  0  9  3  2  8  5  5  1  0  1  8  0  7  3  5  0  5  7  9  2  4  5]",359.0,67.0,3.0
179,180,total_set_similairy,12,7,precomputed,word-based,n50_de_bc,"[11, 11, 11, 11, 11, 11, 11, 8, 4, 8, 0, 11, 11, 0, 7, 0, 7, 8, 11, 0, 11, 7, 8, 11, 11, 11, 0, 11, 11, 11, 4, 6, 7, 11, 11, 11, 11, 11, 11, 8, 7, 1, 11, 6, 11, 7, 11, 0, 11, 0]",829.0,111.0,5.0
180,181,total_set_similairy,12,12,rbf,sentence-based,n50_de_bc,"[ 1  0  8 10  4  1  9  1 10  3  0  2  1  2  7  6  3  2  6  2  1  1  9  6  0
  1  2  1  7  1  1 10  7 11  0  1 11  0 10  1  0  1  0 10  0  6  1  5  3  0]",421.0,77.0,3.0
181,182,total_set_similairy,12,8,rbf,word-based,n50_de_bc,"[0, 9, 9, 9, 10, 0, 9, 2, 0, 11, 0, 2, 7, 11, 10, 5, 11, 11, 9, 11, 9, 0, 11, 9, 9, 9, 0, 9, 10, 0, 0, 11, 10, 11, 2, 7, 9, 9, 9, 8, 5, 0, 2, 11, 11, 2, 0, 0, 9, 11]",549.0,71.0,4.5
182,183,total_set_similairy,12,12,sigmoid,sentence-based,n50_de_bc,"[ 0  3  0  4  6  0  0  0  7  3  0 11  0  8  0  0  3  5  0  0  0  0  0  0  0
  0  0  0  0  0  0  2  3  0  0  0  0  0  9  0  1  0  0 10  3  0  0  0  3  0]",1127.0,139.0,1.0
183,184,total_set_similairy,12,10,sigmoid,word-based,n50_de_bc,"[1, 1, 1, 1, 8, 10, 8, 8, 4, 8, 0, 4, 1, 1, 11, 4, 7, 8, 1, 11, 1, 10, 11, 11, 3, 1, 8, 3, 8, 8, 10, 6, 8, 8, 8, 10, 4, 1, 1, 2, 1, 10, 1, 11, 1, 7, 10, 8, 7, 8]",507.0,77.0,3.5
184,185,total_set_similairy,12,12,polynomial,sentence-based,n50_de_bc,"[ 0  7  0  6  8  0  0  0 11  4  7  7  0  3  0  0  4  2  0  0  0  0  0  0  0
  0  0  0  0  0  0 10  4  0  0  0  0  0  5  0  1  7  0  9  0  0  0  0  4  0]",1055.0,139.0,1.0
185,186,total_set_similairy,12,7,polynomial,word-based,n50_de_bc,"[4, 4, 0, 11, 7, 4, 7, 4, 4, 7, 0, 3, 4, 7, 7, 7, 7, 0, 4, 6, 4, 3, 7, 7, 3, 4, 9, 0, 7, 7, 3, 4, 7, 4, 0, 3, 4, 4, 11, 9, 7, 9, 4, 4, 4, 7, 4, 7, 0, 0]",619.0,93.0,5.0
186,187,total_set_similairy,12,12,poly,sentence-based,n50_de_bc,"[ 2  2  2 10  9  0  2  0  8  3  2  2  2  5  0  0  3  4  2  2  0  2  0  2  2
  0  0  2  0  0  2 11  3  2  2  0  0  2  1  0  7  2  2  6  2  0  2  2  3  2]",775.0,89.0,1.0
187,188,total_set_similairy,12,7,poly,word-based,n50_de_bc,"[7, 7, 9, 7, 5, 7, 6, 7, 7, 9, 0, 7, 7, 5, 7, 7, 7, 5, 7, 5, 7, 7, 8, 7, 7, 7, 4, 7, 5, 7, 7, 5, 6, 5, 6, 7, 7, 7, 7, 4, 7, 7, 7, 8, 7, 7, 7, 8, 7, 5]",1025.0,115.0,3.0
188,189,total_set_similairy,12,12,linear,sentence-based,n50_de_bc,"[ 0  0  0 10  4  0  0  0  9  2  0 11  0  3  7  7  2  5  0  7  0  0  0  0  0
  0  0  0  7  0  0  6  2  0  0  0  0  0  8  0  1  0  0  0  0  7  0  0  2  0]",1019.0,129.0,1.0
189,190,total_set_similairy,12,8,linear,word-based,n50_de_bc,"[0, 3, 9, 9, 0, 6, 2, 3, 3, 2, 0, 11, 6, 3, 0, 0, 2, 3, 6, 7, 6, 3, 10, 3, 11, 3, 0, 6, 2, 3, 9, 6, 2, 3, 11, 3, 3, 3, 6, 3, 3, 11, 3, 0, 3, 3, 11, 0, 2, 11]",573.0,75.0,6.0
190,191,total_set_similairy,12,12,cosine,sentence-based,n50_de_bc,"[ 2  9 10 10  1  0  6  0  8  5  9  9  4  9  3  8  5  4  9  2  0  2  6  9  4
  0  0  9  3  0  2  7  3  9  4  9  0  4  3  0 11  9  4  0  4  8  9  2  5  4]",409.0,65.0,3.0
191,192,total_set_similairy,12,7,cosine,word-based,n50_de_bc,"[9, 9, 1, 1, 9, 9, 9, 9, 9, 8, 0, 9, 9, 9, 9, 9, 9, 9, 9, 4, 9, 4, 9, 4, 9, 9, 9, 9, 9, 9, 6, 4, 9, 9, 9, 9, 9, 9, 9, 9, 9, 6, 9, 11, 9, 9, 9, 9, 8, 4]",1273.0,169.0,2.0
192,193,total_set_similairy,14,14,nearest_neighbors,sentence-based,n50_de_bc,"[ 4 10  7  3  1  7 10  8  1  5  3  3 12  9  9  0  5  1  6 11  4  7  9  4  2
  8  8  4  9  8  7  3  5  6 13  2  6  2  1  8 11  7  4 11 10  0  2  6  5 13]",271.0,65.0,4.0
193,194,total_set_similairy,14,1,nearest_neighbors,word-based,n50_de_bc,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2297.0,203.0,50.0
194,195,total_set_similairy,14,14,precomputed,sentence-based,n50_de_bc,"[ 2  1 11 11  2  3  7  3 13  4  8  9 12  9  6 13  4  3  1  2  3  5  7  0 12
  3 10  3  6  2  5  9  6  3 12  3 13 12  3 10  0  5 12 10 12  0  1  2  4 12]",313.0,63.0,3.0
195,196,total_set_similairy,14,10,precomputed,word-based,n50_de_bc,"[6, 13, 4, 1, 2, 10, 11, 2, 10, 7, 0, 6, 10, 11, 2, 2, 11, 2, 10, 10, 10, 6, 11, 10, 13, 10, 11, 10, 2, 4, 6, 10, 11, 2, 11, 10, 10, 6, 10, 13, 10, 10, 5, 11, 2, 10, 10, 4, 11, 2]",559.0,71.0,3.0
196,197,total_set_similairy,14,14,rbf,sentence-based,n50_de_bc,"[ 3  0  8  6 10  1 11  3  4  5  9  6  3  6 13  4  5  6  7  6  3  9 11  1 12
  1  1  1 13  1  9  6 13  6  0  3  4  0  3  1  0  9  0  3 12  4  0  2  5  3]",345.0,59.0,3.0
197,198,total_set_similairy,14,10,rbf,word-based,n50_de_bc,"[6, 10, 2, 2, 9, 12, 2, 11, 10, 10, 0, 10, 5, 10, 0, 10, 2, 10, 10, 10, 5, 0, 11, 9, 8, 9, 11, 10, 2, 9, 3, 5, 2, 10, 2, 10, 10, 8, 9, 12, 9, 3, 8, 11, 10, 10, 5, 9, 2, 10]",485.0,73.0,3.5
198,199,total_set_similairy,14,14,sigmoid,sentence-based,n50_de_bc,"[ 1  1  1 12  7  1  1  1  6 10  1  5  1  2 10 13 10  4  1  0  1  1  1  1  1
  1  1  1  1  1  1  3 10  1  1  1  1  1  8  1  9  1  1 11  1  1  1  1 10  1]",1051.0,139.0,1.0
199,200,total_set_similairy,14,9,sigmoid,word-based,n50_de_bc,"[3, 2, 9, 8, 5, 3, 9, 3, 5, 4, 0, 0, 5, 5, 5, 4, 9, 10, 8, 5, 5, 5, 5, 5, 3, 5, 3, 8, 9, 5, 3, 4, 9, 10, 10, 3, 10, 8, 8, 3, 5, 8, 4, 3, 4, 5, 2, 2, 11, 3]",465.0,75.0,5.0
200,201,total_set_similairy,14,14,polynomial,sentence-based,n50_de_bc,"[ 2  2  2  9 11  2  2  2 10  8  2  7  2  3  0  0  8  5  2  6  2  2  2  2  2
  2  2  2  0  2  2 13  8  2  2  2  2  2 12  2  4  2  2  1  2  0  2  2  8  2]",949.0,129.0,1.0
201,202,total_set_similairy,14,10,polynomial,word-based,n50_de_bc,"[5, 5, 11, 12, 13, 5, 10, 5, 5, 10, 0, 2, 5, 8, 8, 8, 8, 5, 5, 8, 5, 9, 5, 9, 5, 5, 6, 5, 8, 9, 9, 8, 8, 5, 5, 5, 5, 5, 8, 5, 8, 5, 8, 6, 8, 8, 5, 5, 8, 8]",687.0,127.0,1.5
202,203,total_set_similairy,14,14,poly,sentence-based,n50_de_bc,"[ 0  0  0 11  8  0  0  0 10  2  0  9  0  1 13 13  2  5  0  3  0  0  0  0  0
  0  0  0 13  0  0 12  2  0  0  0  0  0  6  0  4  0  0  7  0 13  0  0  2  0]",949.0,129.0,1.0
203,204,total_set_similairy,14,9,poly,word-based,n50_de_bc,"[1, 3, 11, 11, 3, 3, 7, 3, 3, 4, 0, 3, 1, 3, 4, 3, 3, 4, 3, 3, 3, 5, 5, 3, 3, 3, 3, 3, 3, 7, 1, 7, 4, 3, 3, 13, 3, 3, 3, 13, 3, 1, 3, 13, 3, 3, 7, 3, 3, 6]",909.0,101.0,3.0
204,205,total_set_similairy,14,14,linear,sentence-based,n50_de_bc,"[ 5  5  5 10 13  5  5  5  8  0  5  6  5  1  4  4  0  3  5  9  5  5  5  5  5
  5  5  5  4  5  5 11  0  5  5  5  5  5 12  5  2  5  5  7  5  4  5  5  0  5]",949.0,129.0,1.0
205,206,total_set_similairy,14,8,linear,word-based,n50_de_bc,"[13, 13, 1, 1, 13, 13, 13, 13, 13, 3, 0, 10, 6, 13, 13, 13, 1, 13, 13, 13, 13, 4, 13, 13, 13, 13, 13, 13, 13, 0, 0, 4, 13, 13, 13, 0, 13, 13, 13, 13, 4, 7, 13, 13, 4, 4, 13, 13, 1, 13]",1091.0,131.0,2.5
206,207,total_set_similairy,14,14,cosine,sentence-based,n50_de_bc,"[11  1  5  5  7  4  9  4 12  3  1  1 10  1  0 12  3 10  2 13  4 11  9  4 10
  4  4  4  0  8 11 13  0  4 10  4  1 10  0  4  6 11 10  4 10 12  1 11  3 10]",361.0,69.0,2.5
207,208,total_set_similairy,14,7,cosine,word-based,n50_de_bc,"[0, 8, 3, 6, 6, 0, 6, 0, 2, 8, 0, 8, 0, 0, 0, 8, 6, 0, 0, 0, 0, 2, 0, 8, 0, 0, 0, 8, 0, 6, 10, 3, 13, 0, 0, 0, 0, 6, 0, 0, 8, 10, 6, 0, 6, 8, 6, 0, 6, 0]",779.0,113.0,2.0
208,209,total_set_similairy,16,16,nearest_neighbors,sentence-based,n50_de_bc,"[ 4 10  6  8  2  9 14  7  8  0  6  5 12  5 11  2  0 10  7  5  4  6 14  1  1
  4 12  4 11  4  6  8 11 13 13 15  9  3  8 12 10  6  3  5 10  2  1  1  0 13]",277.0,51.0,3.0
209,210,total_set_similairy,16,7,nearest_neighbors,word-based,n50_de_bc,"[13, 13, 13, 9, 13, 13, 13, 13, 13, 13, 0, 13, 15, 13, 13, 13, 13, 13, 13, 13, 13, 13, 11, 13, 13, 13, 11, 13, 13, 13, 4, 2, 13, 13, 13, 13, 13, 13, 13, 2, 13, 13, 13, 2, 13, 13, 13, 13, 13, 13]",1583.0,159.0,1.0
210,211,total_set_similairy,16,16,precomputed,sentence-based,n50_de_bc,"[13 15  8  8  9  5  6  4  1 11 10  7  5  4  0  1 11 14  4 12  5 10  6  9  5
  4  3  5  0  9 10  5  6 14  2  4  5  5  4  3  2 10  5 13  5  1 13 13 11  2]",321.0,57.0,3.0
211,212,total_set_similairy,16,8,precomputed,word-based,n50_de_bc,"[3, 3, 3, 3, 3, 8, 3, 10, 13, 3, 0, 13, 7, 13, 0, 10, 3, 3, 7, 7, 7, 5, 3, 13, 3, 7, 12, 3, 0, 3, 5, 13, 0, 0, 3, 13, 3, 3, 0, 5, 13, 8, 7, 5, 7, 13, 3, 3, 3, 0]",601.0,75.0,5.5
212,213,total_set_similairy,16,16,rbf,sentence-based,n50_de_bc,"[ 1  4  9 11  0  1  2  1  6  3  3  3  1 11 12  6 13 11  8  1  1 15 10  1  4
  1  1  1 12  1 15 11 12  5  1  1 14  4 12  1 12 15  1 11  4  6  4  7 13  1]",427.0,73.0,1.5
213,214,total_set_similairy,16,11,rbf,word-based,n50_de_bc,"[7, 7, 13, 9, 10, 7, 11, 7, 7, 15, 0, 7, 7, 6, 7, 7, 15, 7, 7, 15, 12, 12, 6, 12, 7, 7, 3, 7, 7, 7, 12, 3, 7, 7, 7, 7, 7, 12, 2, 7, 7, 12, 10, 6, 7, 12, 12, 7, 15, 6]",751.0,93.0,2.0
214,215,total_set_similairy,16,16,sigmoid,sentence-based,n50_de_bc,"[13  4 13  7 12 13 13 13  8  0 13 11 13  2 14 15  0  5 13  9 13 13 14 13 13
 13 13 13 14 13 13 10  0 13 13 13 13 13  6 13  1 13 13  3  0 13 13 13  0 13]",861.0,115.0,1.0
215,216,total_set_similairy,16,12,sigmoid,word-based,n50_de_bc,"[2, 11, 1, 13, 1, 10, 2, 10, 15, 9, 0, 9, 10, 11, 14, 10, 14, 2, 10, 10, 10, 14, 2, 14, 3, 10, 2, 2, 11, 14, 2, 10, 11, 11, 11, 7, 10, 10, 11, 5, 14, 2, 11, 7, 11, 14, 2, 14, 1, 10]",429.0,83.0,2.0
216,217,total_set_similairy,16,16,polynomial,sentence-based,n50_de_bc,"[ 1  3  1 13 10  1  1  1 11  4  0  2  1  5  1 12  4 14  1  7  1  0  1  1  1
  1  1  1  1  1  0 15  4  1  1  1  1  1  9  1  6  0  1  8  0  1  0  1  4  1]",759.0,119.0,1.0
217,218,total_set_similairy,16,8,polynomial,word-based,n50_de_bc,"[14, 14, 14, 9, 14, 14, 3, 14, 15, 3, 0, 2, 14, 3, 7, 7, 3, 2, 14, 0, 14, 15, 3, 14, 14, 14, 2, 14, 14, 0, 14, 0, 3, 3, 3, 14, 0, 14, 14, 2, 3, 14, 14, 4, 3, 0, 14, 14, 3, 3]",687.0,103.0,3.0
218,219,total_set_similairy,16,16,poly,sentence-based,n50_de_bc,"[ 2  3  2 12 14  1  2  1 13  0  2  8  2 11  1  4  0 10  2  9  2  2  1  2  2
  1  1  2  1  2  2 15  0  2  2  2  1  2  7  1  6  2  2  5  2  1  2  2  0  2]",699.0,81.0,1.0
219,220,total_set_similairy,16,8,poly,word-based,n50_de_bc,"[11, 11, 13, 8, 11, 11, 13, 11, 11, 13, 0, 11, 11, 11, 13, 11, 15, 10, 11, 15, 11, 11, 12, 11, 11, 11, 1, 11, 13, 11, 11, 10, 13, 13, 13, 11, 11, 11, 13, 11, 15, 11, 13, 1, 15, 15, 11, 11, 15, 10]",797.0,117.0,2.5
220,221,total_set_similairy,16,16,linear,sentence-based,n50_de_bc,"[ 0  3  0 12  5  0  0  0  6 14  0  7  0  8 15  9 14  4  0 10  0  0 15  0  0
  0  0  0 15  0  0 13 14  0  0  0  0  0  1  0 11  0  0  2  0 15  0  0 14  0]",863.0,113.0,1.0
221,222,total_set_similairy,16,7,linear,word-based,n50_de_bc,"[3, 3, 5, 11, 3, 3, 14, 3, 3, 14, 0, 15, 3, 14, 14, 3, 14, 14, 3, 3, 3, 3, 14, 3, 3, 3, 15, 3, 14, 3, 15, 14, 14, 14, 15, 3, 3, 3, 3, 3, 14, 3, 3, 9, 3, 3, 3, 14, 14, 9]",913.0,119.0,2.0
222,223,total_set_similairy,16,16,cosine,sentence-based,n50_de_bc,"[ 3  2  8  8 12  2 13  3  0 11  8  2  2  2  1  0 11  2  7  3  3  3 13  0  3
  2  2 15  1  6  3  5  1  4  2  3 14  2  1  2 10  3  3  2  3  0  2  9 11  3]",429.0,75.0,1.0
223,224,total_set_similairy,16,9,cosine,word-based,n50_de_bc,"[9, 13, 3, 13, 9, 7, 11, 7, 7, 10, 0, 12, 0, 7, 10, 10, 10, 7, 13, 13, 0, 0, 11, 10, 7, 7, 7, 13, 7, 0, 15, 13, 10, 7, 7, 7, 7, 9, 13, 15, 10, 12, 0, 0, 0, 10, 0, 0, 3, 7]",459.0,89.0,3.0
224,225,total_set_similairy,18,18,nearest_neighbors,sentence-based,n50_de_bc,"[ 6 11  9 13  5  9 11  7  0  3 13 13 10 14  5  5  3 14  7 14  6  1  7 17 17
  2 10  6  7  2  1  0  3 15  4 10  9  8  0 10 13  1  8 14 11  5 12 16  3  4]",257.0,53.0,3.0
225,226,total_set_similairy,18,12,nearest_neighbors,word-based,n50_de_bc,"[7, 15, 15, 9, 1, 7, 3, 14, 2, 15, 0, 6, 3, 15, 17, 15, 3, 7, 3, 11, 3, 6, 14, 3, 7, 7, 11, 3, 15, 3, 6, 4, 15, 15, 3, 7, 3, 7, 15, 11, 15, 6, 3, 14, 1, 6, 3, 15, 3, 11]",435.0,83.0,2.5
226,227,total_set_similairy,18,18,precomputed,sentence-based,n50_de_bc,"[ 9  6  8  8 17  2  7  5  5  3  3 16  0 10 11  4 14  1  5  9  0 12  7  4  2
  5  2  2 11 17 12  1 11  1  2  5  2  2  5  2 15 12  0  5 13  4 12  9 14  1]",291.0,59.0,2.0
227,228,total_set_similairy,18,6,precomputed,word-based,n50_de_bc,"[13, 13, 13, 13, 6, 13, 13, 6, 6, 13, 0, 6, 13, 6, 6, 6, 13, 6, 13, 13, 13, 17, 6, 13, 13, 13, 6, 13, 6, 6, 3, 5, 6, 13, 6, 13, 13, 3, 6, 3, 6, 3, 13, 6, 6, 6, 13, 6, 13, 6]",925.0,111.0,2.5
228,229,total_set_similairy,18,18,rbf,sentence-based,n50_de_bc,"[ 0  2 16 14  6  0 11  0  5  1 13  1  0 14 12  5  1 14  3  0  0 13  9 17  7
  0  0  0 12  0 13 14 12 10  0  0 15  2 14  0 14 13  0 14  8  5  2  4  1  0]",413.0,67.0,1.0
229,230,total_set_similairy,18,6,rbf,word-based,n50_de_bc,"[16, 16, 13, 12, 16, 16, 16, 16, 16, 12, 0, 16, 16, 16, 9, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 5, 5, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]",1705.0,179.0,1.5
230,231,total_set_similairy,18,18,sigmoid,sentence-based,n50_de_bc,"[17  4 17  0 15 17 17 17 14  1 17  8 17 11  2 10  1  5 17 13 17 17  2 17 17
 17 17 17  2 17 17  7  1 17 17 17 17 17  3 17  6 17 17  9 12 16 17 17  1 17]",801.0,113.0,1.0
231,232,total_set_similairy,18,8,sigmoid,word-based,n50_de_bc,"[17, 8, 10, 10, 8, 17, 8, 17, 17, 10, 0, 8, 17, 8, 8, 8, 10, 8, 8, 12, 14, 13, 17, 8, 17, 17, 9, 17, 8, 8, 17, 8, 8, 8, 8, 17, 17, 17, 8, 17, 8, 17, 8, 17, 8, 8, 17, 8, 10, 8]",781.0,135.0,1.0
232,233,total_set_similairy,18,18,polynomial,sentence-based,n50_de_bc,"[13  4 13 11 14 13 13 13 15  3  0  7 13  9  1 12  3  8 13  6 13 13 16 13 13
 13 13 13  1 13 13 17  3 13 13 13 13 13  5 13 10  0 13  2  0  1 13 13  3 13]",701.0,113.0,1.0
233,234,total_set_similairy,18,8,polynomial,word-based,n50_de_bc,"[0, 0, 10, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 11, 0, 7, 7, 7, 7, 0, 7, 0, 0, 0, 0, 0, 11, 7, 17, 0, 0, 0, 14, 16, 0, 0, 0, 7, 7, 0, 14, 0, 7, 0, 0, 16, 0]",1001.0,131.0,2.0
234,235,total_set_similairy,18,18,poly,sentence-based,n50_de_bc,"[ 1  7  1 15 13  1  1  1  0  2  8  5  1 10  1  3  2 12  1  4  1  1 17  1  1
  1  1  1  1  1  1 16  2  1  1  1  1  1 14  1 11  8  1  6  8  9  1  1  2  1]",793.0,117.0,1.0
235,236,total_set_similairy,18,8,poly,word-based,n50_de_bc,"[14, 4, 7, 13, 14, 5, 14, 4, 5, 14, 0, 4, 7, 4, 4, 4, 14, 4, 5, 7, 7, 4, 14, 7, 17, 5, 2, 5, 4, 7, 17, 4, 4, 4, 4, 5, 4, 7, 4, 5, 7, 7, 4, 2, 4, 7, 14, 4, 5, 4]",617.0,85.0,4.5
236,237,total_set_similairy,18,18,linear,sentence-based,n50_de_bc,"[ 0  8  0 11  2  0  0  0 14 12  0 10  0  1 13  4 12  9  0  3  0  0 13  0  0
  0  0  0 13  0  0 16 12  0  0  0  0  0  7  0  6  0  0  5 15 17  0  0 12  0]",801.0,113.0,1.0
