,token,POS,count,relevance
1307,lowcost,ADJ,1,0.3739507686187812
1308,flexible,ADJ,3,0.20374928331301925
1309,moving,ADJ,2,0.21251754705822423
1310,commuter,ADJ,1,0.5144269642160288
1311,use,ADJ,1,0.2220070161444037
1312,coastal,ADJ,1,0.3544925386774259
1313,standard,ADJ,2,0.2610021404073107
1314,onboard,ADJ,2,0.22157714538939127
1315,closed,ADJ,1,0.23753564641278657
1316,vehicular,ADJ,1,0.5490560426029248
1317,moped,ADJ,3,0.44995943895278023
1318,rapid,ADJ,1,0.3354231821145083
1319,majestic,ADJ,1,0.23144491054409308
1320,rural,ADJ,16,0.3108196129840075
1321,renewable,ADJ,10,0.2410807226699827
1322,aerodynamic,ADJ,1,0.35733685559786627
1323,retail,ADJ,1,0.41270334751377624
1324,central,ADJ,16,0.3972056258085923
1325,unmanned,ADJ,1,0.43588446655456164
1326,light,ADJ,24,0.3080989741726456
1327,southwestern,ADJ,1,0.264594739090534
1328,fremont,ADJ,1,0.2908221667645147
1329,complex,ADJ,1,0.370936857443417
1330,underground,ADJ,30,0.2950873178651219
1331,new,ADJ,82,0.3687218691665467
1332,recyclable,ADJ,1,0.23922337168315458
1333,current,ADJ,15,0.2393496105433116
1334,that,ADJ,5,0.2198806323225807
1335,automated,ADJ,15,0.3304813324859129
1336,compact,ADJ,3,0.3073602471777611
1337,walking,ADJ,1,0.20175222136801796
1338,rail,ADJ,1,0.6199225561983343
1339,skyline,ADJ,1,0.520398760403859
1340,united,ADJ,1,0.298779129542926
1341,front,ADJ,4,0.3549227564482861
1342,small,ADJ,110,0.20284825983592703
1343,transportable,ADJ,1,0.3780305210273068
1344,powered,ADJ,19,0.2784384846245459
1345,mega,ADJ,1,0.2318315505502384
1346,rectangular,ADJ,1,0.24152156661857146
1347,incoming,ADJ,1,0.20810828875477375
1348,high,ADJ,46,0.23142954097291113
1349,gated,ADJ,1,0.3033205886615959
1350,near,ADJ,11,0.3186580325469558
1351,mechanical,ADJ,5,0.24769532577994025
1352,hover,ADJ,1,0.2869290376031671
1353,outdoor,ADJ,4,0.21513336965302324
1354,general,ADJ,9,0.20003983489997176
1355,electric,ADJ,73,0.37398036981257876
1356,urban,ADJ,7,0.4419610244735108
1357,walkable,ADJ,4,0.442154092419181
1358,east,ADJ,1,0.3063002791378917
1359,downtown,ADJ,1,0.7016198646322833
1360,minimum,ADJ,2,0.2638396984880641
1361,supersonic,ADJ,1,0.26468286788198037
1362,predesignated,ADJ,1,0.23248467361597489
1363,rental,ADJ,16,0.27725418228703
1364,hilly,ADJ,2,0.3120644717147614
1365,pressurized,ADJ,1,0.2799845402977655
1366,lynx,ADJ,1,0.2204277580630718
1367,bulk,ADJ,1,0.26386706401019555
1368,private,ADJ,10,0.2866600345261277
1369,temporary,ADJ,1,0.3493928280352797
1370,regional,ADJ,3,0.3750798193401995
1371,outlying,ADJ,3,0.2677955885682677
1372,flat,ADJ,8,0.30541033659473743
1373,amphibious,ADJ,1,0.3054260855997688
1374,pulse,ADJ,1,0.23659033894200598
1375,fast,ADJ,35,0.22915665822283482
1376,robotic,ADJ,1,0.23625169468184515
1377,back,ADJ,2,0.20551291173302078
1378,nationwide,ADJ,1,0.291403888178412
1379,hazardous,ADJ,1,0.2787106764718365
1380,its,ADJ,25,0.42240929947588124
1381,suburban,ADJ,4,0.5319685421589307
1382,dense,ADJ,2,0.2661226884602761
1383,efficient,ADJ,28,0.2739327843399618
1384,interstate,ADJ,1,0.5592640282686232
1385,national,ADJ,2,0.22297022957547152
1386,backpack,ADJ,1,0.33982515989375317
1387,modular,ADJ,1,0.3098109614030041
1388,motorized,ADJ,3,0.49742546816426625
1389,driveable,ADJ,2,0.4062045446965246
1390,overhead,ADJ,3,0.42045190829977613
1391,lyft,ADJ,1,0.297666264264485
1392,congested,ADJ,4,0.34294029016743643
1393,southern,ADJ,1,0.31451624892839153
1394,double,ADJ,3,0.24251487517713255
1395,nearby,ADJ,8,0.3611638576790101
1396,weatherproof,ADJ,1,0.29062619047850025
1397,wifi,ADJ,1,0.3603456403822454
1398,fixed,ADJ,2,0.3433016515652531
1399,heavy,ADJ,5,0.35238535469006305
1400,stationary,ADJ,1,0.32388565618384313
1401,local,ADJ,37,0.3764135444853186
1402,frictionless,ADJ,1,0.2506421844939401
1403,mobile,ADJ,11,0.4138507882455654
1404,portal,ADJ,3,0.27473065471921354
1405,convertible,ADJ,1,0.391222008406275
1406,optional,ADJ,1,0.2214591874601104
